SelectedFunction,Seed,ID,PerCapitaFunction,g
f1_additive,1,38,0.07223534864551828,0.9277646513544817
f1_additive,1,39,0.16477885164531025,0.8352211483546897
f1_additive,1,40,0.265414561106441,0.734585438893559
f1_additive,1,41,0.9658392915233751,0.03416070847662489
f1_additive,1,42,0.9178950426486702,0.08210495735132983
f1_additive,1,43,0.6621938221124156,0.3378061778875844
f1_additive,1,44,0.6379179758389102,0.3620820241610898
f1_additive,1,45,0.301395873251187,0.698604126748813
f1_additive,1,46,0.20698560104801111,0.7930143989519889
f1_additive,1,47,0.4399404991693444,0.5600595008306556
f1_additive,1,48,0.2770676374762471,0.7229323625237529
f1_additive,1,49,0.6846253768589964,0.3153746231410036
f1_additive,1,50,0.6455852978816786,0.3544147021183214
f1_additive,1,51,0.3731572954992354,0.6268427045007646
f1_additive,1,52,0.11531852950665444,0.8846814704933456
f1_additive,1,53,0.8228731500151046,0.17712684998489536
f1_additive,1,54,0.05517346368101195,0.944826536318988
f1_additive,1,55,0.63881683044821,0.36118316955179
f1_additive,1,56,0.5791797236779995,0.4208202763220005
f1_additive,1,57,0.9521986459555606,0.047801354044439415
f1_additive,1,58,0.1348871883334496,0.8651128116665504
f1_additive,1,59,0.12821307961784412,0.8717869203821559
f1_additive,1,60,0.058258973689330196,0.9417410263106698
f1_additive,1,61,0.4141427136744944,0.5858572863255056
f1_additive,1,62,0.9289812592655251,0.0710187407344749
f1_additive,1,63,0.1290774428352014,0.8709225571647986
f1_additive,1,64,0.02239014651378668,0.9776098534862133
f1_additive,1,65,0.44074258645322206,0.5592574135467779
f1_additive,1,66,0.0617182639641749,0.9382817360358251
f1_additive,1,67,0.43293074526691266,0.5670692547330873
f1_additive,1,68,0.630562945623336,0.36943705437666396
f1_additive,1,69,0.5294342543474844,0.47056574565251563
f1_additive,1,70,0.769376464406826,0.23062353559317395
f1_additive,1,71,0.9656638514152157,0.03433614858478429
f1_additive,1,72,0.93417367643108,0.06582632356892004
f1_additive,1,73,0.5671382362286828,0.43286176377131724
f1_additive,1,74,0.7951452242287762,0.2048547757712238
f1_additive,1,75,0.16568291555949655,0.8343170844405035
f1_additive,1,76,0.6987232077806987,0.30127679221930126
f1_additive,1,77,0.8858379078434834,0.11416209215651663
f1_additive,1,78,0.5284095169827684,0.4715904830172316
f1_additive,1,79,0.16837009524696922,0.8316299047530308
f1_additive,1,80,0.47855704800337273,0.5214429519966273
f1_additive,1,81,0.4812658427030626,0.5187341572969374
f1_additive,1,82,0.4763539711860256,0.5236460288139744
f1_additive,1,83,0.9004350630926067,0.09956493690739332
f1_additive,1,84,0.5995819072767616,0.40041809272323836
f1_additive,1,85,0.3820558832027279,0.6179441167972721
f1_additive,1,86,0.4097886982706068,0.5902113017293932
f1_additive,1,87,0.46452465820410394,0.5354753417958961
f1_additive,1,88,0.38516046440100893,0.6148395355989911
f1_additive,1,89,0.5363722454096191,0.46362775459038086
f1_additive,1,90,0.24163472434831512,0.7583652756516849
f1_additive,1,91,0.20143932220550076,0.7985606777944992
f1_additive,1,92,0.020319710426410786,0.9796802895735892
f1_additive,1,93,0.5476809240863053,0.4523190759136947
f1_additive,1,94,0.49679562636762653,0.5032043736323735
f1_additive,1,95,0.15161011322701368,0.8483898867729863
f1_additive,1,96,0.010295360780839147,0.9897046392191609
f1_additive,1,97,0.8407355464743169,0.15926445352568308
f1_additive,1,98,0.466156111271125,0.533843888728875
f1_additive,1,99,0.8125229293248976,0.18747707067510244
f1_additive,1,100,0.6347221198159393,0.3652778801840607
f1_additive,1,101,0.20003246744822156,0.7999675325517784
f1_additive,1,102,0.5477106874870235,0.45228931251297655
f1_additive,1,103,0.7521448809456077,0.24785511905439228
f1_additive,1,104,0.8400218039527219,0.15997819604727814
f1_additive,1,105,0.44573855482581615,0.5542614451741839
f1_additive,1,106,0.281380170369221,0.718619829630779
f1_additive,1,107,0.3699863617940319,0.6300136382059681
f1_additive,1,108,0.6272710277266197,0.3727289722733803
f1_additive,1,109,0.841042544589022,0.15895745541097805
f1_additive,1,110,0.8656472484273389,0.13435275157266113
f1_additive,1,111,0.7120392646791844,0.28796073532081556
f1_additive,1,112,0.6329921775222617,0.36700782247773833
f1_additive,1,113,0.23534429182861427,0.7646557081713857
f1_additive,1,114,0.22216705719375773,0.7778329428062423
f1_additive,1,115,0.6357207899441888,0.3642792100558112
f1_additive,1,116,0.6317841582147409,0.3682158417852591
f1_additive,1,117,0.6496526895994577,0.35034731040054234
f1_additive,1,118,0.9641879311850673,0.03581206881493271
f1_additive,1,119,0.17123168858236348,0.8287683114176365
f1_additive,1,120,0.8721044498119129,0.12789555018808707
f1_additive,1,121,0.8574244171662865,0.14257558283371352
f1_additive,1,122,0.8523648149140155,0.1476351850859845
f1_additive,1,123,0.1357721149556902,0.8642278850443098
f1_additive,1,124,0.4188382986232062,0.5811617013767938
f1_additive,1,125,0.19775157096236684,0.8022484290376332
f1_additive,1,126,0.8397099009528286,0.1602900990471714
f1_additive,1,127,0.23364927931954627,0.7663507206804537
f1_additive,1,128,0.8109866925293443,0.1890133074706557
f1_additive,1,129,0.8950688099526849,0.1049311900473151
f1_additive,1,130,0.9332116389318657,0.06678836106813435
f1_additive,1,131,0.5666199208634699,0.4333800791365301
f1_additive,1,132,0.9692332263849623,0.030766773615037657
f1_additive,1,133,0.21729853707953173,0.7827014629204683
f1_additive,1,134,0.6491877347221745,0.3508122652778255
f1_additive,1,135,0.7845093986734285,0.2154906013265715
f1_additive,1,136,0.18290991995665928,0.8170900800433407
f1_additive,1,137,0.3353672174896346,0.6646327825103654
f1_additive,1,138,0.07158377340052824,0.9284162265994718
f1_additive,1,139,0.5890476694956551,0.4109523305043449
f1_additive,1,140,0.7025316298239017,0.2974683701760983
f1_additive,1,141,0.8662727346547807,0.13372726534521928
f1_additive,1,142,0.6072959913356358,0.39270400866436417
f1_additive,1,143,0.6146799150910226,0.3853200849089774
f1_additive,1,144,0.8880210032954032,0.11197899670459677
f1_additive,1,145,0.3428607696671969,0.6571392303328031
f1_additive,1,146,0.23534931558964511,0.7646506844103549
f1_additive,1,147,0.4246130300886892,0.5753869699113108
f1_additive,1,148,0.617175233067784,0.382824766932216
f1_additive,1,149,0.8592855628112036,0.1407144371887964
f1_additive,1,150,0.7797594016087874,0.22024059839121257
f1_additive,1,151,0.960294150183933,0.03970584981606695
f1_additive,1,152,0.8089920761350163,0.19100792386498366
f1_additive,1,153,0.06315304177133996,0.93684695822866
f1_additive,1,154,0.2508228377326618,0.7491771622673382
f1_additive,1,155,0.9071068692399131,0.09289313076008687
f1_additive,1,156,0.12349191109771518,0.8765080889022848
f1_additive,1,157,0.39118788851809905,0.608812111481901
f1_additive,1,158,0.44617916463359397,0.553820835366406
f1_additive,1,159,0.6293214294174213,0.3706785705825787
f1_additive,1,160,0.07771564707987066,0.9222843529201293
f1_additive,1,161,0.7971266258346834,0.2028733741653166
f1_additive,1,162,0.009625641751491276,0.9903743582485087
f1_additive,1,163,0.3076513617428438,0.6923486382571562
f1_additive,1,164,0.16432299349594404,0.835677006504056
f1_additive,1,165,0.0400044174869143,0.9599955825130857
f1_additive,1,166,0.9094566802790718,0.09054331972092822
f1_additive,1,167,0.5825549345026519,0.41744506549734806
f1_additive,1,168,0.6221630033594189,0.3778369966405811
f1_additive,1,169,0.05768343117878616,0.9423165688212138
f1_additive,1,170,0.0034274323530928408,0.9965725676469072
f1_additive,1,171,0.7539549559129487,0.2460450440870513
f1_additive,1,172,0.7392132629942515,0.2607867370057485
f1_additive,1,173,0.9880603902607544,0.011939609739245571
f1_additive,1,174,0.903417436523019,0.09658256347698102
f1_additive,1,175,0.9492802527253119,0.05071974727468809
f1_additive,1,176,0.04822077014399917,0.9517792298560008
f1_additive,1,177,0.8500450190747778,0.1499549809252222
f1_additive,1,178,0.4961701432673228,0.5038298567326772
f1_additive,1,179,0.32331228101317167,0.6766877189868283
f1_additive,1,180,0.8366371160992313,0.1633628839007687
f1_additive,1,181,0.40792981000646344,0.5920701899935366
f1_additive,1,182,0.3959901075427311,0.6040098924572689
f1_additive,1,183,0.6732827481125034,0.32671725188749656
f1_additive,1,184,0.6720348763061562,0.3279651236938438
f1_additive,1,185,0.4575931755108863,0.5424068244891137
f1_additive,1,186,0.9866791214426937,0.013320878557306348
f1_additive,1,187,0.2497910319512191,0.7502089680487809
f1_additive,1,188,0.9693345630558875,0.0306654369441125
f1_additive,1,189,0.4892783702557424,0.5107216297442576
f1_additive,1,190,0.261513408820774,0.738486591179226
f1_additive,1,191,0.03993339376603511,0.9600666062339649
f1_additive,1,192,0.8805968131443691,0.1194031868556309
f1_additive,1,193,0.38455304699294013,0.6154469530070599
f1_additive,1,194,0.017879144010650272,0.9821208559893497
f1_additive,1,195,0.46885778012977,0.53114221987023
f1_additive,1,196,0.9398261159315182,0.06017388406848179
f1_additive,1,197,0.39624167865387117,0.6037583213461288
f1_additive,1,198,0.6836468977908716,0.3163531022091284
f1_additive,1,199,0.9892801040875316,0.010719895912468358
f1_additive,1,200,0.20841004828866794,0.7915899517113321
f1_additive,1,201,0.44288918141461353,0.5571108185853865
f1_additive,1,202,0.08553192650855579,0.9144680734914442
f1_additive,1,203,0.2461624879684432,0.7538375120315568
f1_additive,1,204,0.027581534715349076,0.9724184652846509
f1_additive,1,205,0.8134897937584424,0.18651020624155756
f1_additive,1,206,0.5172135469945062,0.48278645300549383
f1_additive,1,207,0.967660637125808,0.032339362874192035
f1_additive,1,208,0.14570535855922295,0.854294641440777
f1_additive,1,209,0.5146965730442474,0.48530342695575257
f1_additive,1,210,0.23375168921381861,0.7662483107861814
f1_additive,1,211,0.335743063363114,0.664256936636886
f1_additive,1,212,0.886972599822209,0.113027400177791
f1_additive,1,213,0.6661200952795912,0.33387990472040885
f1_additive,1,214,0.25389263598083456,0.7461073640191654
f1_additive,1,215,0.29647796422803907,0.7035220357719609
f1_additive,1,216,0.8055247775896237,0.1944752224103763
f1_additive,1,217,0.7219763619021056,0.27802363809789443
f1_additive,1,218,0.7822526354751099,0.21774736452489007
f1_additive,1,219,0.6267490331430626,0.37325096685693737
f1_additive,1,220,0.797669094408042,0.202330905591958
f1_additive,1,221,0.4178573672542816,0.5821426327457184
f1_additive,1,222,0.1948824366261661,0.8051175633738339
f1_additive,1,223,0.8154758533926615,0.1845241466073385
f1_additive,1,224,0.8660622058840245,0.1339377941159755
f1_additive,1,225,0.43165455525749863,0.5683454447425014
f1_additive,1,226,0.7419918730977443,0.2580081269022557
f1_additive,1,227,0.3862586729145555,0.6137413270854445
f1_additive,1,228,0.32367538319177147,0.6763246168082285
f1_additive,1,229,0.8087048036636891,0.19129519633631087
f1_additive,1,230,0.14442694998238403,0.855573050017616
f1_additive,1,231,0.4976825096302149,0.5023174903697851
f1_additive,1,232,0.5230520369468152,0.47694796305318476
f1_additive,1,233,0.3768046029837925,0.6231953970162075
f1_additive,1,234,0.9651904197045101,0.03480958029548986
f1_additive,1,235,0.02223391321943813,0.9777660867805619
f1_additive,1,236,0.032584981637317934,0.9674150183626821
f1_additive,1,237,0.7308302198544053,0.2691697801455947
f1_additive,1,238,0.8637674389997507,0.13623256100024927
f1_additive,1,239,0.6272173221804374,0.37278267781956265
f1_additive,1,240,0.2659628838105462,0.7340371161894538
f1_additive,1,241,0.40766498247847005,0.59233501752153
f1_additive,1,242,0.9336399563386129,0.06636004366138715
f1_additive,1,243,0.09973414736153163,0.9002658526384684
f1_additive,1,244,0.14342127178156994,0.8565787282184301
f1_additive,1,245,0.8538436688620861,0.14615633113791393
f1_additive,1,246,0.8735236691014128,0.12647633089858723
f1_additive,1,247,0.18593848270740143,0.8140615172925986
f1_additive,1,248,0.288403159177701,0.711596840822299
f1_additive,1,249,0.42284776257858336,0.5771522374214166
f1_additive,1,250,0.23941058856367803,0.760589411436322
f1_additive,1,251,0.6762476447991844,0.3237523552008156
f1_additive,1,252,0.45625154802865653,0.5437484519713435
f1_additive,1,253,0.984804506277829,0.015195493722170994
f1_additive,1,254,0.8237621317824739,0.17623786821752607
f1_additive,1,255,0.7511174712435665,0.24888252875643346
f1_additive,1,256,0.3394180960153348,0.6605819039846652
f1_additive,1,257,0.2099317276833672,0.7900682723166328
f1_additive,1,258,0.1366332587310879,0.8633667412689121
f1_additive,1,259,0.026738607624316124,0.9732613923756839
f1_additive,1,260,0.8352620220715604,0.16473797792843958
f1_additive,1,261,0.19134405533149068,0.8086559446685093
f1_additive,1,262,0.7827097233077572,0.21729027669224277
f1_additive,1,263,0.44959552133699876,0.5504044786630012
f1_additive,1,264,0.3983230110157149,0.6016769889842851
f1_additive,1,265,0.3922476554047247,0.6077523445952753
f1_additive,1,266,0.5779201487110808,0.42207985128891923
f1_additive,1,267,0.9731176003580662,0.02688239964193384
f1_additive,1,268,0.5467075436157263,0.45329245638427373
f1_additive,1,269,0.49900363610451315,0.5009963638954869
f1_additive,1,270,0.3109674554242916,0.6890325445757084
f1_additive,1,271,0.6936644473724775,0.30633555262752254
f1_additive,1,272,0.9196000453142016,0.08039995468579841
f1_additive,1,273,0.4956383632704878,0.5043616367295122
f1_additive,1,274,0.6999830769548266,0.30001692304517336
f1_additive,1,275,0.18553425500844734,0.8144657449915527
f1_additive,1,276,0.9999411711311967,5.8828868803262324e-05
f1_additive,1,277,0.35405231344257126,0.6459476865574287
f1_additive,1,278,0.4491194902968707,0.5508805097031293
f1_additive,1,279,0.8134872171939527,0.18651278280604733
f1_additive,1,280,0.3058480113973959,0.6941519886026041
f1_additive,1,281,0.7525648422328189,0.24743515776718106
f1_additive,1,282,0.6963828182007158,0.3036171817992842
f1_additive,1,283,0.908651173782941,0.09134882621705898
f1_additive,1,284,0.06531742571586108,0.9346825742841389
f1_additive,1,285,0.13981856841880713,0.8601814315811929
f1_additive,1,286,0.42714933789090936,0.5728506621090906
f1_additive,1,287,0.20880472056143118,0.7911952794385688
f1_additive,1,288,0.4502500851772425,0.5497499148227575
f1_additive,1,289,0.9762207122777299,0.023779287722270115
f1_additive,1,290,0.6483078239362825,0.3516921760637175
f1_additive,1,291,0.7497705612046369,0.2502294387953631
f1_additive,1,292,0.48412487516103486,0.5158751248389651
f1_additive,1,293,0.9098638762561226,0.09013612374387736
f1_additive,1,294,0.9222129981625001,0.07778700183749987
f1_additive,1,295,0.8957047236480531,0.10429527635194691
f1_additive,1,296,0.3487220729904327,0.6512779270095673
f1_additive,1,297,0.9540200383804854,0.045979961619514564
f1_additive,1,298,0.37470485672927467,0.6252951432707253
f1_additive,1,299,0.40780118940642873,0.5921988105935713
f1_additive,1,300,0.15177225975910447,0.8482277402408955
f1_additive,1,301,0.520466250680174,0.47953374931982595
f1_additive,1,302,0.533460492375247,0.46653950762475305
f1_additive,1,303,0.40744297530588114,0.5925570246941189
f1_additive,1,304,0.5699483618496517,0.4300516381503483
f1_additive,1,305,0.4769129400390649,0.5230870599609351
f1_additive,1,306,0.3031096703094508,0.6968903296905492
f1_additive,1,307,0.4808844099546268,0.5191155900453732
f1_additive,1,308,0.29355664636901635,0.7064433536309837
f1_additive,1,309,0.7414332943030858,0.2585667056969142
f1_additive,1,310,0.48779862549987474,0.5122013745001253
f1_additive,1,311,0.788753193923396,0.21124680607660395
f1_additive,1,312,0.9060854578181007,0.09391454218189932
f1_additive,1,313,0.6508644019071026,0.3491355980928974
f1_additive,1,314,0.6130806739998336,0.38691932600016643
f1_additive,1,315,0.619596520592912,0.38040347940708796
f1_additive,1,316,0.3996536994266513,0.6003463005733487
f1_additive,1,317,0.3204425377021174,0.6795574622978826
f1_additive,1,318,0.7409852591650203,0.25901474083497966
f1_additive,1,319,0.2782371551093873,0.7217628448906127
f1_additive,1,320,0.461624787048764,0.538375212951236
f1_additive,1,321,0.1800116160510935,0.8199883839489065
f1_additive,1,322,0.47412544316657623,0.5258745568334238
f1_additive,1,323,0.5825239775706061,0.41747602242939386
f1_additive,1,324,0.5151453505533035,0.48485464944669654
f1_additive,1,325,0.05510978415447276,0.9448902158455272
f1_additive,1,326,0.3402118843746612,0.6597881156253388
f1_additive,1,327,0.29867393822742927,0.7013260617725707
f1_additive,1,328,0.9175003223020254,0.08249967769797462
f1_additive,1,329,0.7847744969953638,0.21522550300463617
f1_additive,1,330,0.962096642647333,0.03790335735266703
f1_additive,1,331,0.2325293284980965,0.7674706715019035
f1_additive,1,332,0.3006058496442653,0.6993941503557347
f1_additive,1,333,0.9351750684723192,0.06482493152768076
f1_additive,1,334,0.4091959177525375,0.5908040822474625
f1_additive,1,335,0.5681733310019941,0.4318266689980059
f1_additive,1,336,0.2985579911607257,0.7014420088392743
f1_additive,1,337,0.7339478121471897,0.26605218785281026
f1_additive,1,338,0.5555466467103499,0.4444533532896501
f1_additive,1,339,0.8038271176516464,0.19617288234835362
f1_additive,1,340,0.6100821826446043,0.38991781735539566
f1_additive,1,341,0.8923918658390599,0.10760813416094006
f1_additive,1,342,0.852969319371142,0.14703068062885805
f1_additive,1,343,0.9067823616904725,0.09321763830952745
f1_additive,1,344,0.4650455698713263,0.5349544301286737
f1_additive,1,345,0.40832700559778323,0.5916729944022168
f1_additive,1,346,0.6100194773074487,0.38998052269255135
f1_additive,1,347,0.5920991001109914,0.4079008998890086
f1_additive,1,348,0.4754524591136111,0.5245475408863889
f1_additive,1,349,0.4647372625002736,0.5352627374997264
f1_additive,1,350,0.0596711182678169,0.9403288817321831
f1_additive,1,351,0.6585815628735191,0.3414184371264809
f1_additive,1,352,0.10037763799553734,0.8996223620044627
f1_additive,1,353,0.10604515574493656,0.8939548442550634
f1_additive,1,354,0.8749854425794227,0.12501455742057732
f1_additive,1,355,0.9273636301087235,0.07263636989127653
f1_additive,1,356,0.7025180480532048,0.29748195194679516
f1_additive,1,357,0.9869985063140274,0.013001493685972587
f1_additive,1,358,0.6392665943236274,0.3607334056763726
f1_additive,1,359,0.9329281731710465,0.06707182682895352
f1_additive,1,360,0.8172832400386532,0.18271675996134684
f1_additive,1,361,0.24369437564230723,0.7563056243576928
f1_additive,1,362,0.3054876131041987,0.6945123868958013
f1_additive,1,363,0.74062348639619,0.25937651360381
f1_additive,1,364,0.13749835178847192,0.8625016482115281
f1_additive,1,365,0.8618592696893472,0.13814073031065277
f1_additive,1,366,0.13841962736503532,0.8615803726349647
f1_additive,1,367,0.6923268236505166,0.30767317634948343
f1_additive,1,368,0.06728207406677122,0.9327179259332288
f1_additive,1,369,0.812184269536645,0.18781573046335498
f1_additive,1,370,0.6578589947991371,0.3421410052008629
f1_additive,1,371,0.39429469543898044,0.6057053045610196
f1_additive,1,372,0.16063010274449407,0.8393698972555059
f1_additive,1,373,0.5302400401371045,0.46975995986289554
f1_additive,1,374,0.8416489950539411,0.15835100494605892
f1_additive,1,375,0.5773383563220313,0.42266164367796866
f1_additive,1,376,0.24181396022269286,0.7581860397773071
f1_additive,1,377,0.827362211668333,0.17263778833166699
f1_additive,1,378,0.38365101547166225,0.6163489845283378
f1_additive,1,379,0.07289914954311039,0.9271008504568896
f1_additive,1,380,0.291048364229042,0.708951635770958
f1_additive,1,381,0.29114244765504393,0.7088575523449561
f1_additive,1,382,0.7433780775213963,0.2566219224786037
f1_additive,1,383,0.9612622037197485,0.038737796280251535
f1_additive,1,384,0.6946106625189512,0.3053893374810488
f1_additive,1,385,0.8533996290255094,0.14660037097449063
f1_additive,1,386,0.8246882846577688,0.17531171534223122
f1_additive,1,387,0.7853729567673123,0.21462704323268766
f1_additive,1,388,0.5413417630193861,0.4586582369806139
f1_additive,1,389,0.37982410476642525,0.6201758952335747
f1_additive,1,390,0.5592029901259347,0.44079700987406534
f1_additive,1,391,0.1420855928605459,0.8579144071394541
f1_additive,1,392,0.8515660808504095,0.14843391914959048
f1_additive,1,393,0.9097979324547589,0.09020206754524107
f1_additive,1,394,0.7092037711080955,0.2907962288919045
f1_additive,1,395,0.6585878675214663,0.34141213247853375
f1_additive,1,396,0.40484876672346015,0.5951512332765398
f1_additive,1,397,0.9068035136808872,0.09319648631911281
f1_additive,1,398,0.8613575012931448,0.1386424987068552
f1_additive,1,399,0.7215165208791116,0.27848347912088844
f1_additive,1,400,0.9725441183742612,0.027455881625738754
f1_additive,1,401,0.16008256948255895,0.839917430517441
f1_additive,1,402,0.1733100276030547,0.8266899723969453
f1_additive,1,403,0.7618944328008708,0.23810556719912923
f1_additive,1,404,0.48463458483076705,0.515365415169233
f1_additive,1,405,0.01598232937381927,0.9840176706261807
f1_additive,1,406,0.2709805589737527,0.7290194410262473
f1_additive,1,407,0.18257938604915336,0.8174206139508466
f1_additive,1,408,0.1561989289200405,0.8438010710799595
f1_additive,1,409,0.22342539793761884,0.7765746020623812
f1_additive,1,410,0.10291874057286221,0.8970812594271378
f1_additive,1,411,0.10212562652181056,0.8978743734781894
f1_additive,1,412,0.8317738080002831,0.1682261919997169
f1_additive,1,413,0.12499826620815524,0.8750017337918448
f1_additive,1,414,0.62004974520351,0.37995025479649003
f1_additive,1,415,0.3401680755422407,0.6598319244577593
f1_additive,1,416,0.4124764491169798,0.5875235508830202
f1_additive,1,417,0.5953347847806654,0.40466521521933463
f1_additive,1,418,0.649341410867952,0.35065858913204795
f1_additive,1,419,0.9818915542084946,0.01810844579150539
f1_additive,1,420,0.21118712408953555,0.7888128759104645
f1_additive,1,421,0.044676355067319706,0.9553236449326803
f1_additive,1,422,0.5141633128054272,0.48583668719457285
f1_additive,1,423,0.12879542869328486,0.8712045713067151
f1_additive,1,424,0.12321273573004488,0.8767872642699551
f1_additive,1,425,0.10737090651013959,0.8926290934898604
f1_additive,1,426,0.54153193387947,0.45846806612053004
f1_additive,1,427,0.42379254550294765,0.5762074544970524
f1_additive,1,428,0.6770779843198796,0.32292201568012036
f1_additive,1,429,0.6800477416844638,0.3199522583155362
f1_additive,1,430,0.8027907051582529,0.1972092948417471
f1_additive,1,431,0.5255528085575053,0.4744471914424947
f1_additive,1,432,0.9292015961948815,0.07079840380511848
f1_additive,1,433,0.9652596856355504,0.034740314364449576
f1_additive,1,434,0.7460793785759507,0.25392062142404925
f1_additive,1,435,0.30178987153476244,0.6982101284652376
f1_additive,1,436,0.6113163747450384,0.3886836252549616
f1_additive,1,437,0.6626769639187327,0.33732303608126735
f1_additive,1,438,0.26785075337883346,0.7321492466211665
f1_additive,1,439,0.8949579023141127,0.10504209768588735
f1_additive,1,440,0.29439413399086345,0.7056058660091366
f1_additive,1,441,0.8665338775690552,0.1334661224309448
f1_additive,1,442,0.5460462764178815,0.4539537235821185
f1_additive,1,443,0.9661160925430123,0.03388390745698766
f1_additive,1,444,0.9643881530228262,0.03561184697717379
f1_additive,1,445,0.2570249049506993,0.7429750950493007
f1_additive,1,446,0.6428053442957429,0.3571946557042571
f1_additive,1,447,0.6996020026148652,0.30039799738513484
f1_additive,1,448,0.7815554510648381,0.21844454893516185
f1_additive,1,449,0.4667361483189042,0.5332638516810958
f1_additive,1,450,0.4083992835768242,0.5916007164231758
f1_additive,1,451,0.4925749380355251,0.5074250619644749
f1_additive,1,452,0.23778364833594723,0.7622163516640528
f1_additive,1,453,0.08059451735900003,0.919405482641
f1_additive,1,454,0.8855619046838611,0.11443809531613891
f1_additive,1,455,0.7630112303110419,0.2369887696889581
f1_additive,1,456,0.397773640027241,0.602226359972759
f1_additive,1,457,0.8106927709199762,0.18930722908002384
f1_additive,1,458,0.9120640367319883,0.08793596326801167
f1_additive,1,459,0.24403762877796764,0.7559623712220324
f1_additive,1,460,0.6154715782123842,0.3845284217876158
f1_additive,1,461,0.9986005350133996,0.0013994649866003739
f1_additive,1,462,0.5239816669980464,0.4760183330019536
f1_additive,1,463,0.6545424593815438,0.34545754061845624
f1_additive,1,464,0.7821893304540494,0.21781066954595063
f1_additive,1,465,0.4184659831262577,0.5815340168737423
f1_additive,1,466,0.5692946488860174,0.43070535111398256
f1_additive,1,467,0.05308920087645197,0.946910799123548
f1_additive,1,468,0.4813160536491694,0.5186839463508306
f1_additive,1,469,0.18823232358605113,0.8117676764139489
f1_additive,1,470,0.8218406508197952,0.17815934918020482
f1_additive,1,471,0.650150786400706,0.349849213599294
f1_additive,1,472,0.2091744779668976,0.7908255220331024
f1_additive,1,473,0.1913776243898595,0.8086223756101405
f1_additive,1,474,0.29580803851808524,0.7041919614819148
f1_additive,1,475,0.9983809644331947,0.0016190355668053158
f1_additive,1,476,0.2825872359242696,0.7174127640757304
f1_additive,1,477,0.13243557784366122,0.8675644221563388
f1_additive,1,478,0.4148450726573626,0.5851549273426374
f1_additive,1,479,0.8057406798826936,0.1942593201173064
f1_additive,1,480,0.6621792085996212,0.3378207914003788
f1_additive,1,481,0.16738987978966946,0.8326101202103305
f1_additive,1,482,0.8079653864661277,0.1920346135338723
f1_additive,1,483,0.9091583730490022,0.09084162695099784
f1_additive,1,484,0.23554068576230014,0.7644593142376999
f1_additive,1,485,0.839344417607067,0.16065558239293298
f1_additive,1,486,0.6382862472944848,0.3617137527055152
f1_additive,1,487,0.43470418189215576,0.5652958181078442
f1_additive,1,488,0.9155931947338788,0.08440680526612121
f1_additive,1,489,0.5889291337292855,0.41107086627071454
f1_additive,1,490,0.6416324599808606,0.3583675400191394
f1_additive,1,491,0.7015270466588589,0.2984729533411411
f1_additive,1,492,0.048526338300151295,0.9514736616998487
f1_additive,1,493,0.5564520307377896,0.4435479692622104
f1_additive,1,494,0.9768152363454892,0.02318476365451083
f1_additive,1,495,0.8780067482758347,0.12199325172416531
f1_additive,1,496,0.571688724507449,0.428311275492551
f1_additive,1,497,0.6884355504060743,0.3115644495939257
f1_additive,1,498,0.7795201372110957,0.2204798627889043
f1_additive,1,499,0.16990188965664266,0.8300981103433573
f1_additive,1,500,0.9960402528828444,0.003959747117155632
